Date(UTC+1),Method,Spend Amount,Receive Amount,Fee,Price,Status,Transaction ID
2025-05-22 01:17:36,Card (VISA/Mastercard),200.00 CHF,228.86354877 USDT,4.00 CHF,0.85640549 USDT/CHF,Successful,N01621844606149317632052229
2025-05-22 01:04:35,Card (VISA/Mastercard),50.00 CHF,57.16612227 USDT,1.00 CHF,0.85715102 USDT/CHF,Successful,N01621841329747766272052229
2025-05-21 23:28:08,Card (VISA/Mastercard),200.00 CHF,228.33841136 USDT,4.00 CHF,0.85837507 USDT/CHF,Successful,N01621817057818018816052129
2025-05-04 14:10:42,Card (VISA/Mastercard),20.80 CHF,23.72518043 USDT,0.42 CHF,0.85900295 USDT/CHF,Successful,N01615516179653739520050429
2025-04-30 17:24:01,Card (VISA/Mastercard),100.00 CHF,114.68439317 USDT,2.00 CHF,0.85451906 USDT/CHF,Successful,N01614115278141548544043029
2025-04-18 07:53:15,Card (VISA/Mastercard),50.00 CHF,57.59776093 USDT,1.00 CHF,0.85072751 USDT/CHF,Successful,N01609622984742877184041829
2025-04-01 09:41:25,Card (VISA/Mastercard),46.00 CHF,49.16515182 USDT,0.92 CHF,0.91690961 USDT/CHF,Successful,N01603489614925189120040129
2025-04-01 08:40:07,Card (VISA/Mastercard),95.00 CHF,101.51760527 USDT,1.90 CHF,0.91708231 USDT/CHF,Successful,N01603474186962265088040129
2025-04-01 08:39:35,Card (VISA/Mastercard),100.00 CHF,106.86060041 USDT,2.00 CHF,0.91708263 USDT/CHF,Failed,N01603474052589336576040129
2025-04-01 08:38:30,Card (VISA/Mastercard),100.00 CHF,106.85978362 USDT,2.00 CHF,0.91708964 USDT/CHF,Failed,N01603473780198646784040129
2025-04-01 08:37:53,Google Pay (VISA/Mastercard),100.00 CHF,106.85978362 USDT,2.00 CHF,0.91708964 USDT/CHF,Failed,N01603473624367672320040129
2025-04-01 08:37:08,Card (VISA/Mastercard),100.00 CHF,106.84261605 USDT,2.00 CHF,0.91723699 USDT/CHF,Failed,N01603473436064397312040129
2025-04-01 08:35:40,Google Pay (VISA/Mastercard),100.00 CHF,106.85864653 USDT,2.00 CHF,0.91709939 USDT/CHF,Failed,N01603473064562322432040129
2025-04-01 08:34:51,Card (VISA/Mastercard),100.00 CHF,106.85746784 USDT,2.00 CHF,0.91710951 USDT/CHF,Failed,N01603472860442305536040129
2025-04-01 08:34:10,Google Pay (VISA/Mastercard),100.00 CHF,106.85730758 USDT,2.00 CHF,0.91711089 USDT/CHF,Failed,N01603472688945608704040129
2025-04-01 08:33:28,Card (VISA/Mastercard),100.00 CHF,106.85744433 USDT,2.00 CHF,0.91710971 USDT/CHF,Failed,N01603472512260563968040129
2025-04-01 08:32:54,Card (VISA/Mastercard),100.00 CHF,106.85821277 USDT,2.00 CHF,0.91710312 USDT/CHF,Failed,N01603472369557758976040129
2025-03-30 18:51:27,Card (VISA/Mastercard),95.00 CHF,101.80329024 USDT,1.90 CHF,0.91450875 USDT/CHF,Successful,N01602903257173496832033029
2025-03-30 18:50:01,Card (VISA/Mastercard),100.00 CHF,107.16010681 USDT,2.00 CHF,0.91451943 USDT/CHF,Failed,N01602902896085847040033029
2025-03-30 18:49:30,Card (VISA/Mastercard),100.00 CHF,107.16010681 USDT,2.00 CHF,0.91451943 USDT/CHF,Failed,N01602902768105066496033029
2025-03-20 12:11:38,Card (VISA/Mastercard),100.00 CHF,106.98201753 USDT,2.00 CHF,0.9160418 USDT/CHF,Successful,N01599178763188566016032029
2025-03-19 13:19:44,Card (VISA/Mastercard),190.00 CHF,204.03733129 USDT,3.80 CHF,0.9125781 USDT/CHF,Successful,N01598833509993291776031929
2025-03-19 13:19:05,Card (VISA/Mastercard),200.00 CHF,214.7642855 USDT,4.00 CHF,0.91262846 USDT/CHF,Failed,N01598833349439528960031929
2025-03-19 13:17:52,Card (VISA/Mastercard),200.00 CHF,214.76328263 USDT,4.00 CHF,0.91263273 USDT/CHF,Failed,N01598833043922231296031929
2025-03-18 12:51:32,Card (VISA/Mastercard),70.00 CHF,75.07236706 USDT,1.40 CHF,0.91378496 USDT/CHF,Successful,N01598464026482037760031829
2025-03-18 10:43:00,Card (VISA/Mastercard),90.00 CHF,96.52048336 USDT,1.80 CHF,0.91379567 USDT/CHF,Successful,N01598431679002959872031829
2025-03-18 10:42:24,Card (VISA/Mastercard),100.00 CHF,107.21754263 USDT,2.00 CHF,0.91402953 USDT/CHF,Failed,N01598431529860861952031829
2025-03-17 16:09:43,Card (VISA/Mastercard),100.00 CHF,107.14200476 USDT,2.00 CHF,0.91467394 USDT/CHF,Successful,N01598151515425713152031729
2025-03-15 23:07:41,Card (VISA/Mastercard),300.00 CHF,320.1329755 USDT,6.00 CHF,0.91836837 USDT/CHF,Successful,N01597531924773167104031529
2025-02-21 18:23:53,Card (VISA/Mastercard),50.00 CHF,52.49560077 USDT,1.00 CHF,0.93341155 USDT/CHF,Successful,N01589487968009140224022129
2025-02-06 21:39:58,Card (VISA/Mastercard),43.00 CHF,44.81766461 USDT,0.86 CHF,0.94025426 USDT/CHF,Successful,N01584101496057683968020629
2025-02-06 21:38:44,Card (VISA/Mastercard),44.00 CHF,45.86608988 USDT,0.88 CHF,0.9401281 USDT/CHF,Failed,N01584101185859560448020629
2025-02-06 21:38:10,Card (VISA/Mastercard),45.00 CHF,46.9006162 USDT,0.90 CHF,0.94028615 USDT/CHF,Failed,N01584101045413268480020629
2025-02-06 21:37:10,Card (VISA/Mastercard),45.00 CHF,46.90032024 USDT,0.90 CHF,0.94029209 USDT/CHF,Failed,N01584100792022780928020629
2025-02-06 21:36:31,Card (VISA/Mastercard),50.00 CHF,52.11748602 USDT,1.00 CHF,0.94018349 USDT/CHF,Failed,N01584100629061483520020629
2025-02-06 14:06:18,Card (VISA/Mastercard),200.00 CHF,208.2494399 USDT,4.00 CHF,0.941179 USDT/CHF,Successful,N01583987327023127552020629
2025-02-05 22:15:55,Card (VISA/Mastercard),200.00 CHF,209.33385418 USDT,4.00 CHF,0.9363034 USDT/CHF,Successful,N01583748155721054208020529
2025-02-05 22:02:25,Card (VISA/Mastercard),200.00 CHF,209.34418294 USDT,4.00 CHF,0.93625721 USDT/CHF,Successful,N01583744760897534976020529
2025-01-31 12:31:54,Card (VISA/Mastercard),108.00 CHF,268.09129918 POL,2.16 CHF,0.39479088 POL/CHF,Successful,N01581789245720137728013129
2025-01-07 15:20:51,Card (VISA/Mastercard),185.00 CHF,192.41895787 USDT,3.70 CHF,0.94221485 USDT/CHF,Successful,N01573134451514008576010729
2025-01-07 00:20:40,Card (VISA/Mastercard),488.00 CHF,508.51454774 USDT,9.76 CHF,0.94046474 USDT/CHF,Successful,N01572907916324469760010629
2025-01-07 00:18:54,Card (VISA/Mastercard),500.00 CHF,521.1722302 USDT,10.00 CHF,0.94018824 USDT/CHF,Failed,N01572907470881003520010629
2025-01-04 12:10:11,Card (VISA/Mastercard),100.00 CHF,103.86388196 USDT,2.00 CHF,0.94354263 USDT/CHF,Successful,N01571999307868638208010429
2025-01-04 00:13:37,Card (VISA/Mastercard),290.00 CHF,301.20110439 USDT,5.80 CHF,0.94355564 USDT/CHF,Successful,N01571818977572384768010329
2025-01-03 11:49:41,Card (VISA/Mastercard),300.00 CHF,311.40973452 USDT,6.00 CHF,0.9440938 USDT/CHF,Successful,N01571631758811316224010329
